Image,model_name,Score
"3dgcqa-4k/dreamfusion-if/a_action_figure,_posing,_heroic_style@20250811-144237",dreamfusion-if,0.9
"3dgcqa-4k/dreamfusion-if/a_graphics_tablet,_drawing,_artistic_style@20250811-103528",dreamfusion-if,0.8
"3dgcqa-4k/dreamfusion-if/a_nail_puller,_extracting,_heavy-duty_style@20250811-155802",dreamfusion-if,0.0
"3dgcqa-4k/dreamfusion-if/a_building_blocks,_stacking,_colorful_style@20250811-103509",dreamfusion-if,1.8
"3dgcqa-4k/dreamfusion-if/a_compass_rose,_guiding,_navigational_style@20250924-025854",dreamfusion-if,0.8
"3dgcqa-4k/dreamfusion-if/a_VR_headset,_immersing,_artistic_style@20250811-062634",dreamfusion-if,2.3
"3dgcqa-4k/dreamfusion-if/a_pie,_slicing,_homemade_style@20250924-042803",dreamfusion-if,2.0
"3dgcqa-4k/dreamfusion-if/a_chihuahua,_barking,_tiny_style@20250811-131857",dreamfusion-if,1.8
"3dgcqa-4k/dreamfusion-if/a_bubble_wand,_blowing,_fun_style@20250811-160827",dreamfusion-if,0.3
"3dgcqa-4k/dreamfusion-if/a_train,_chugging,_illustrative_style@20250811-062636",dreamfusion-if,3.8
"3dgcqa-4k/dreamfusion-if/a_denim_jacket,_fraying,_edgy_style@20250811-062636",dreamfusion-if,0.5
"3dgcqa-4k/dreamfusion-if/a_macaw,_squawking,_vibrant_style@20250811-203126",dreamfusion-if,1.7
"3dgcqa-4k/dreamfusion-if/a_curry_leaf,_sizzling,_Indian_style@20250924-021359",dreamfusion-if,0.8
"3dgcqa-4k/dreamfusion-if/a_cake,_frosting,_pastel_style@20250811-062636",dreamfusion-if,4.0
"3dgcqa-4k/dreamfusion-if/a_margarita,_rimming,_party_style@20250811-131622",dreamfusion-if,0.7
"3dgcqa-4k/dreamfusion-if/a_lantern,_illuminating,_vintage_style@20250811-091221",dreamfusion-if,0.0
"3dgcqa-4k/dreamfusion-if/a_harpoon,_thrusting,_whaling_style@20250924-000414",dreamfusion-if,2.6
"3dgcqa-4k/dreamfusion-if/a_trifle,_layering,_festive_style@20250924-025517",dreamfusion-if,1.3
"3dgcqa-4k/dreamfusion-if/a_drone,_flying,_high-tech_style@20250811-062636",dreamfusion-if,1.3
"3dgcqa-4k/dreamfusion-if/a_broom,_sweeping,_traditional_style@20250811-074909",dreamfusion-if,0.9
"3dgcqa-4k/dreamfusion-if/a_spanner,_tightening,_mechanical_style@20250811-203526",dreamfusion-if,4.4
"3dgcqa-4k/dreamfusion-if/a_anvil,_forging,_medieval_style@20250811-102033",dreamfusion-if,3.7
"3dgcqa-4k/dreamfusion-if/a_saw,_cutting,_isometric_style@20250811-074913",dreamfusion-if,0.0
"3dgcqa-4k/dreamfusion-if/a_border_collie,_herding,_intelligent_style@20250811-115200",dreamfusion-if,0.7
"3dgcqa-4k/dreamfusion-if/a_cinnamon_stick,_simmering,_warm_style@20250924-050707",dreamfusion-if,0.5
"3dgcqa-4k/dreamfusion-if/a_suede_glove,_fitting,_chic_style@20250811-103437",dreamfusion-if,1.1
"3dgcqa-4k/dreamfusion-if/a_flashlight,_illuminating,_functional_style@20250811-115027",dreamfusion-if,2.6
"3dgcqa-4k/dreamfusion-if/a_thai_iced_tea,_blending,_exotic_style@20250811-191247",dreamfusion-if,0.8
"3dgcqa-4k/dreamfusion-if/a_e-reader,_displaying,_minimalistic_style@20250811-143456",dreamfusion-if,1.2
"3dgcqa-4k/dreamfusion-if/a_blender,_blending,_culinary_style@20250811-091115",dreamfusion-if,2.0
"3dgcqa-4k/dreamfusion-if/a_toy_gun,_shooting,_action-packed_style@20250811-115258",dreamfusion-if,4.2
"3dgcqa-4k/dreamfusion-if/a_teddy_bear,_cuddling,_timeless_style@20250811-091246",dreamfusion-if,2.5
"3dgcqa-4k/dreamfusion-if/a_jigsaw_puzzle,_connecting,_detailed_style@20250811-143557",dreamfusion-if,4.2
"3dgcqa-4k/dreamfusion-if/a_gaming_mouse,_clicking,_responsive_style@20250924-020441",dreamfusion-if,0.5
"3dgcqa-4k/dreamfusion-if/a_horse,_galloping,_fantasy_style@20250811-131111",dreamfusion-if,0.7
"3dgcqa-4k/dreamfusion-if/a_cardamom_pod,_bursting,_fragrant_style@20250924-000418",dreamfusion-if,0.8
"3dgcqa-4k/dreamfusion-if/a_helmet,_wearing,_protective_style@20250924-004930",dreamfusion-if,4.1
"3dgcqa-4k/dreamfusion-if/a_turban,_wrapping,_traditional_style@20250924-030041",dreamfusion-if,2.0
"3dgcqa-4k/dreamfusion-if/a_fish,_swimming,_watercolor_style@20250811-074917",dreamfusion-if,3.0
"3dgcqa-4k/dreamfusion-if/a_mocha,_swirling,_decadent_style@20250811-062636",dreamfusion-if,2.5
"3dgcqa-4k/dreamfusion-if/a_matcha_tea,_whisking,_zen_style@20250811-172632",dreamfusion-if,1.0
"3dgcqa-4k/dreamfusion-if/a_sock,_knitting,_homely_style@20250924-034135",dreamfusion-if,0.9
"3dgcqa-4k/dreamfusion-if/a_milkshake,_swirling,_retro_style@20250811-091159",dreamfusion-if,3.0
"3dgcqa-4k/dreamfusion-if/a_kombucha,_fermenting,_organic_style@20250811-074954",dreamfusion-if,0.7
"3dgcqa-4k/dreamfusion-if/a_peacock,_displaying,_regal_style@20250811-144138",dreamfusion-if,0.0
"3dgcqa-4k/dreamfusion-if/a_sundae,_melting,_neon_style@20250811-103520",dreamfusion-if,0.8
"3dgcqa-4k/dreamfusion-if/a_turtle,_crawling,_minimalistic_style@20250811-090936",dreamfusion-if,3.6
"3dgcqa-4k/dreamfusion-if/a_lemongrass_stalk,_steeping,_Thai_style@20250924-025805",dreamfusion-if,1.2
"3dgcqa-4k/dreamfusion-if/a_canary,_singing,_melodic_style@20250811-144051",dreamfusion-if,2.0
"3dgcqa-4k/dreamfusion-if/a_relic,_radiating,_ancient_style@20250811-184557",dreamfusion-if,2.1
"3dgcqa-4k/dreamfusion-if/a_pottery_shard,_reflecting,_ancient_style@20250811-132005",dreamfusion-if,0.9
"3dgcqa-4k/dreamfusion-if/a_Persian_cat,_lounging,_regal_style@20250811-191431",dreamfusion-if,1.3
"3dgcqa-4k/dreamfusion-if/a_pie,_steaming,_homestyle@20250811-074951",dreamfusion-if,0.7
"3dgcqa-4k/dreamfusion-if/a_eclair,_filling,_classic_style@20250924-012920",dreamfusion-if,4.5
"3dgcqa-4k/dreamfusion-if/a_goblet,_drinking,_medieval_style@20250923-231917",dreamfusion-if,3.4
"3dgcqa-4k/dreamfusion-if/a_building_blocks,_constructing,_architectural_style@20250811-114410",dreamfusion-if,1.5
"3dgcqa-4k/dreamfusion-if/a_tape_measure,_extending,_infographic_style@20250811-102639",dreamfusion-if,1.0
"3dgcqa-4k/dreamfusion-if/a_parrot,_talking,_doodle_style@20250811-062635",dreamfusion-if,4.7
"3dgcqa-4k/dreamfusion-if/a_cupcake,_frosting,_celebratory_style@20250924-021522",dreamfusion-if,0.9
"3dgcqa-4k/dreamfusion-if/a_garden_fork,_turning,_horticultural_style@20250811-202923",dreamfusion-if,2.0
"3dgcqa-4k/dreamfusion-if/a_lego_set,_building,_creative_style@20250811-090304",dreamfusion-if,1.1
"3dgcqa-4k/dreamfusion-if/a_sweater_vest,_layering,_preppy_style@20250924-050727",dreamfusion-if,2.4
"3dgcqa-4k/dreamfusion-if/a_projector,_projecting,_cinematic_style@20250811-103032",dreamfusion-if,3.3
"3dgcqa-4k/dreamfusion-if/a_mustard_seed,_popping,_tangy_style@20250924-004757",dreamfusion-if,0.5
"3dgcqa-4k/dreamfusion-if/a_safflower,_coloring,_delicate_style@20250924-025741",dreamfusion-if,1.4
"3dgcqa-4k/dreamfusion-if/a_protein_shake,_mixing,_athletic_style@20250921-225725",dreamfusion-if,0.9
"3dgcqa-4k/dreamfusion-if/a_vodka_tonic,_mixing,_night_out_style@20250811-160256",dreamfusion-if,3.5
"3dgcqa-4k/dreamfusion-if/a_sandal,_wearing,_ancient_style@20250924-021645",dreamfusion-if,4.6
"3dgcqa-4k/dreamfusion-if/a_compass,_pointing,_adventure_style@20250811-074954",dreamfusion-if,1.4
"3dgcqa-4k/dreamfusion-if/a_plunger,_plunging,_household_style@20250811-185740",dreamfusion-if,2.5
"3dgcqa-4k/dreamfusion-if/a_sundial,_shadowing,_timeless_style@20250924-042330",dreamfusion-if,3.4
"3dgcqa-4k/dreamfusion-if/a_stuffed_animal,_cuddling,_plush_style@20250811-115824",dreamfusion-if,1.1
"3dgcqa-4k/dreamfusion-if/a_kitten,_playing,_playful_style@20250811-155832",dreamfusion-if,3.6
"3dgcqa-4k/dreamfusion-if/a_birdbath,_filling,_garden_style@20250924-054504",dreamfusion-if,2.3
"3dgcqa-4k/dreamfusion-if/a_Maine_Coon,_grooming,_fluffy_style@20250811-103043",dreamfusion-if,3.8
"3dgcqa-4k/dreamfusion-if/a_herbal_infusion,_brewing,_natural_style@20250811-091225",dreamfusion-if,4.4
"3dgcqa-4k/dreamfusion-if/a_cupcake,_decorating,_kawaii_style@20250811-091315",dreamfusion-if,1.8
"3dgcqa-4k/dreamfusion-if/a_VR_headset,_immersing,_futuristic_style@20250811-074926",dreamfusion-if,1.7
"3dgcqa-4k/dreamfusion-if/a_flag,_waving,_patriotic_style@20250924-025814",dreamfusion-if,4.0
"3dgcqa-4k/dreamfusion-if/a_espresso,_dripping,_Italian_cafe_style@20250811-091001",dreamfusion-if,3.3
"3dgcqa-4k/dreamfusion-if/a_ceramic_bunny,_hopping,_cute_style@20250811-091221",dreamfusion-if,2.1
"3dgcqa-4k/dreamfusion-if/a_mint_leaf,_muddling,_refreshing_style@20250811-172320",dreamfusion-if,1.6
"3dgcqa-4k/dreamfusion-if/a_dragon_egg,_hatching,_fantasy_style@20250811-074937",dreamfusion-if,4.0
"3dgcqa-4k/dreamfusion-if/a_spade,_digging,_garden_style@20250811-130621",dreamfusion-if,2.3
"3dgcqa-4k/dreamfusion-if/a_remote_control_car,_racing,_fast-paced_style@20250811-062635",dreamfusion-if,3.4
"3dgcqa-4k/dreamfusion-if/a_jar,_opening,_retro_style@20250811-172810",dreamfusion-if,1.5
"3dgcqa-4k/dreamfusion-if/a_crepe,_folding,_delicate_style@20250924-004744",dreamfusion-if,1.5
"3dgcqa-4k/dreamfusion-if/a_wrench,_turning,_vintage_style@20250811-090939",dreamfusion-if,3.6
"3dgcqa-4k/dreamfusion-if/a_vanilla_bean,_splitting,_aromatic_style@20250924-013115",dreamfusion-if,3.1
"3dgcqa-4k/dreamfusion-if/a_laptop,_typing,_flat_design_style@20250811-130831",dreamfusion-if,2.8
"3dgcqa-4k/dreamfusion-if/a_seltzer,_bubbling,_refreshing_style@20250811-172840",dreamfusion-if,0.7
"3dgcqa-4k/dreamfusion-if/a_teapot,_whistling,_line_art_style@20250811-103449",dreamfusion-if,2.1
"3dgcqa-4k/dreamfusion-if/a_stein,_clinking,_festive_style@20250924-000438",dreamfusion-if,2.1
"3dgcqa-4k/dreamfusion-if/a_dragon_vase,_roaring,_mythical_style@20250811-074937",dreamfusion-if,4.1
"3dgcqa-4k/dreamfusion-if/a_smartwatch,_notifying,_sleek_style@20250811-091207",dreamfusion-if,1.4
"3dgcqa-4k/dreamfusion-if/a_Sphynx_cat,_preening,_hairless_style@20250811-115837",dreamfusion-if,1.4
"3dgcqa-4k/dreamfusion-if/a_bonnet,_tying,_old-fashioned_style@20250924-042402",dreamfusion-if,4.5
"3dgcqa-4k/dreamfusion-if/a_toy_car,_zooming,_comic_style@20250811-143728",dreamfusion-if,3.5
"3dgcqa-4k/dreamfusion-if/a_clamp,_securing,_sturdy_style@20250811-191048",dreamfusion-if,0.2
"3dgcqa-4k/dreamfusion-if/a_fondue_pot,_bubbling,_convivial_style@20250924-021512",dreamfusion-if,1.5
"3dgcqa-4k/dreamfusion-if/a_water_bottle,_splashing,_contemporary_style@20250811-143223",dreamfusion-if,2.5
"3dgcqa-4k/dreamfusion-if/a_espresso_machine,_brewing,_aromatic_style@20250811-062636",dreamfusion-if,1.4
"3dgcqa-4k/dreamfusion-if/a_yo-yo,_spinning,_abstract_style@20250811-190405",dreamfusion-if,0.7
"3dgcqa-4k/dreamfusion-if/a_panna_cotta,_setting,_smooth_style@20250924-021201",dreamfusion-if,1.0
"3dgcqa-4k/dreamfusion-if/a_eclair,_glazing,_French_style@20250924-000518",dreamfusion-if,0.0
"3dgcqa-4k/dreamfusion-if/a_parfait,_layering,_sleek_style@20250923-231917",dreamfusion-if,1.3
"3dgcqa-4k/dreamfusion-if/a_ring,_enchanting,_mystical_style@20250811-155623",dreamfusion-if,0.9
"3dgcqa-4k/dreamfusion-if/a_chisel,_carving,_photorealistic_style@20250811-142811",dreamfusion-if,0.6
"3dgcqa-4k/dreamfusion-if/a_meringue,_whipping,_airy_style@20250923-231917",dreamfusion-if,0.7
"3dgcqa-4k/dreamfusion-if/a_sparkling_water,_bubbling,_elegant_style@20250923-231917",dreamfusion-if,2.6
"3dgcqa-4k/dreamfusion-if/a_marbles,_rolling,_classic_style@20250811-103155",dreamfusion-if,1.9
"3dgcqa-4k/dreamfusion-if/a_paintbrush,_stroking,_impressionist_style@20250811-114707",dreamfusion-if,0.2
"3dgcqa-4k/dreamfusion-if/a_bearded_dragon,_basking,_reptilian_style@20250811-091046",dreamfusion-if,2.5
"3dgcqa-4k/dreamfusion-if/a_basketball,_dunking,_dynamic_style@20250811-190414",dreamfusion-if,4.3
"3dgcqa-4k/dreamfusion-if/a_cookie_jar,_opening,_nostalgic_style@20250924-042114",dreamfusion-if,0.4
"3dgcqa-4k/dreamfusion-if/a_fidget_spinner,_spinning,_trendy_style@20250811-115720",dreamfusion-if,3.3
"3dgcqa-4k/dreamfusion-if/a_ladder,_climbing,_high-reaching_style@20250811-142153",dreamfusion-if,0.9
"3dgcqa-4k/dreamfusion-if/a_trampoline,_bouncing,_energetic_style@20250811-185351",dreamfusion-if,4.5
"3dgcqa-4k/dreamfusion-if/a_speaker,_blasting,_neon_style@20250811-185356",dreamfusion-if,1.5
"3dgcqa-4k/dreamfusion-if/a_smart_bulb,_lighting,_ambient_style@20250924-003851",dreamfusion-if,2.0
"3dgcqa-4k/dreamfusion-if/a_malt_shake,_thickening,_creamy_style@20250811-103512",dreamfusion-if,3.7
"3dgcqa-4k/dreamfusion-if/a_toy_boat,_sailing,_maritime_style@20250811-090441",dreamfusion-if,4.0
"3dgcqa-4k/dreamfusion-if/a_chai_latte,_foaming,_spicy_style@20250811-115105",dreamfusion-if,1.7
"3dgcqa-4k/dreamfusion-if/a_basil_leaf,_crushing,_fresh_style@20250811-074953",dreamfusion-if,1.3
"3dgcqa-4k/dreamfusion-if/a_television,_broadcasting,_retro_style@20250811-155402",dreamfusion-if,0.2
"3dgcqa-4k/dreamfusion-if/a_hourglass,_measuring,_timeless_style@20250924-051047",dreamfusion-if,2.6
"3dgcqa-4k/dreamfusion-if/a_matcha_latte,_whisking,_zen_style@20250811-203338",dreamfusion-if,0.2
"3dgcqa-4k/dreamfusion-if/a_cold_brew,_dripping,_iced_style@20250811-155925",dreamfusion-if,3.0
"3dgcqa-4k/dreamfusion-if/a_hand_saw,_sawing,_traditional_style@20250811-143440",dreamfusion-if,2.4
"3dgcqa-4k/dreamfusion-if/a_rubber_duck,_floating,_bath_time_style@20250811-074939",dreamfusion-if,4.7
"3dgcqa-4k/dreamfusion-if/a_chicken,_pecking,_farm_style@20250811-062635",dreamfusion-if,0.8
"3dgcqa-4k/dreamfusion-if/a_betta_fish,_fighting,_vibrant_style@20250811-074917",dreamfusion-if,1.5
"3dgcqa-4k/dreamfusion-if/a_hot_toddy,_warming,_cozy_style@20250811-062636",dreamfusion-if,1.6
"3dgcqa-4k/dreamfusion-if/a_chamomile_tea,_steeping,_calming_style@20250811-074936",dreamfusion-if,0.7
"3dgcqa-4k/dreamfusion-if/a_pliers,_gripping,_rough_sketch_style@20250811-090756",dreamfusion-if,3.8
"3dgcqa-4k/dreamfusion-if/a_model_rocket,_launching,_educational_style@20250811-131854",dreamfusion-if,1.2
"3dgcqa-4k/dreamfusion-if/a_saffron_thread,_blooming,_exotic_style@20250811-091233",dreamfusion-if,0.5
"3dgcqa-4k/dreamfusion-if/a_tape,_measuring,_precise_style@20250924-021544",dreamfusion-if,3.0
"3dgcqa-4k/dreamfusion-if/a_vase,_spinning,_watercolor_style@20250811-103333",dreamfusion-if,1.8
"3dgcqa-4k/dreamfusion-if/a_truffle,_coating,_decadent_style@20250924-051117",dreamfusion-if,0.0
"3dgcqa-4k/dreamfusion-if/a_handwoven_blanket,_comforting,_cozy_style@20250811-160022",dreamfusion-if,0.3
"3dgcqa-4k/dreamfusion-if/a_reciprocating_saw,_cutting,_robust_style@20250811-203814",dreamfusion-if,1.0
"3dgcqa-4k/dreamfusion-if/a_monocle,_focusing,_vintage_style@20250924-034020",dreamfusion-if,0.9
"3dgcqa-4k/dreamfusion-if/a_ratchet,_ratcheting,_efficient_style@20250811-062636",dreamfusion-if,1.2
"3dgcqa-4k/dreamfusion-if/a_cocktail_glass,_shaking,_tropical_style@20250811-155639",dreamfusion-if,3.6
"3dgcqa-4k/dreamfusion-if/a_plate,_spinning,_minimalist_style@20250811-143659",dreamfusion-if,4.5
"3dgcqa-4k/dreamfusion-if/a_dress,_twirling,_art_deco_style@20250811-155934",dreamfusion-if,0.0
"3dgcqa-4k/dreamfusion-if/a_wire_cutter,_snipping,_electrical_style@20250811-190321",dreamfusion-if,3.2
"3dgcqa-4k/dreamfusion-if/a_dill_weed,_sprinkling,_delicate_style@20250923-231917",dreamfusion-if,1.1
"3dgcqa-4k/dreamfusion-if/a_goblet,_spilling,_gothic_style@20250811-131125",dreamfusion-if,2.8
"3dgcqa-4k/dreamfusion-if/a_flannel_shirt,_warming,_casual_style@20250811-200013",dreamfusion-if,2.3
"3dgcqa-4k/dreamfusion-if/a_parasol,_opening,_elegant_style@20250924-050445",dreamfusion-if,0.7
"3dgcqa-4k/dreamfusion-if/a_oil_lamp,_lighting,_traditional_style@20250924-025827",dreamfusion-if,1.0
"3dgcqa-4k/dreamfusion-if/a_chess_set,_strategizing,_classic_style@20250811-173142",dreamfusion-if,4.0
"3dgcqa-4k/dreamfusion-if/a_cannonball,_firing,_historical_style@20250923-231917",dreamfusion-if,0.6
"3dgcqa-4k/dreamfusion-if/a_basket,_weaving,_functional_style@20250924-013336",dreamfusion-if,3.8
"3dgcqa-4k/dreamfusion-if/a_smoothie,_blending,_pop_art_style@20250811-115146",dreamfusion-if,4.1
"3dgcqa-4k/dreamfusion-if/a_teddy_bear,_waving,_cartoon_style@20250811-131654",dreamfusion-if,2.1
"3dgcqa-4k/dreamfusion-if/a_nail_gun,_nailing,_efficient_style@20250811-114051",dreamfusion-if,3.7
"3dgcqa-4k/dreamfusion-if/a_soundbar,_sounding,_immersive_style@20250924-012158",dreamfusion-if,2.4
"3dgcqa-4k/dreamfusion-if/a_plush_toy,_hugging,_soft_style@20250811-160050",dreamfusion-if,0.0
"3dgcqa-4k/dreamfusion-if/a_casserole_dish,_baking,_homely_style@20250811-062633",dreamfusion-if,1.2
"3dgcqa-4k/dreamfusion-if/a_pepper,_grinding,_bold_style@20250811-062636",dreamfusion-if,4.4
"3dgcqa-4k/dreamfusion-if/a_ginger_ale,_fizzing,_zesty_style@20250811-103540",dreamfusion-if,1.8
"3dgcqa-4k/dreamfusion-if/a_brownie,_baking,_cozy_style@20250811-144157",dreamfusion-if,2.1
"3dgcqa-4k/dreamfusion-if/a_hatchet,_chopping,_rustic_style@20250811-062636",dreamfusion-if,2.1
"3dgcqa-4k/dreamfusion-if/a_fruit_tart,_arranging,_colorful_style@20250923-231917",dreamfusion-if,1.2
"3dgcqa-4k/dreamfusion-if/a_juniper_berry,_infusing,_gin_style@20250924-055118",dreamfusion-if,1.3
"3dgcqa-4k/dreamfusion-if/a_robot,_walking,_sci-fi_style@20250811-185957",dreamfusion-if,3.1
"3dgcqa-4k/dreamfusion-if/a_sculpture,_glowing,_surreal_style@20250924-032856",dreamfusion-if,1.4
"3dgcqa-4k/dreamfusion-if/a_washbasin,_filling,_rustic_style@20250924-050323",dreamfusion-if,4.0
"3dgcqa-4k/dreamfusion-if/a_great_dane,_towering,_majestic_style@20250811-173217",dreamfusion-if,3.5
"3dgcqa-4k/dreamfusion-if/a_beanie,_knitting,_urban_style@20250811-160458",dreamfusion-if,1.0
"3dgcqa-4k/dreamfusion-if/a_magic_set,_performing,_magician_style@20250811-160115",dreamfusion-if,2.0
"3dgcqa-4k/dreamfusion-if/a_beach_ball,_bouncing,_holiday_style@20250811-131534",dreamfusion-if,2.6
"3dgcqa-4k/dreamfusion-if/a_jackhammer,_breaking,_urban_style@20250811-142708",dreamfusion-if,0.2
"3dgcqa-4k/dreamfusion-if/a_smartphone,_ringing,_futuristic_style@20250811-114746",dreamfusion-if,2.8
"3dgcqa-4k/dreamfusion-if/a_guinea_pig,_nibbling,_detailed_style@20250811-114915",dreamfusion-if,2.0
"3dgcqa-4k/dreamfusion-if/a_bunny,_nibbling,_soft_style@20250811-160637",dreamfusion-if,2.8
"3dgcqa-4k/dreamfusion-if/a_napkin,_folding,_formal_style@20250923-231917",dreamfusion-if,1.0
"3dgcqa-4k/dreamfusion-if/a_inkwell,_dipping,_classic_style@20250924-013133",dreamfusion-if,0.6
"3dgcqa-4k/dreamfusion-if/a_energy_drink,_electrifying,_high-tech_style@20250811-185955",dreamfusion-if,2.3
"3dgcqa-4k/dreamfusion-if/a_panna_cotta,_garnishing,_smooth_style@20250924-062740",dreamfusion-if,4.0
"3dgcqa-4k/dreamfusion-if/a_smart_home_device,_automating,_innovative_style@20250811-143307",dreamfusion-if,0.1
"3dgcqa-4k/dreamfusion-if/a_dollhouse,_decorating,_miniature_style@20250811-131946",dreamfusion-if,2.0
"3dgcqa-4k/dreamfusion-if/a_beer_mug,_foaming,_hand-drawn_style@20250811-103054",dreamfusion-if,2.3
"3dgcqa-4k/dreamfusion-if/a_camera,_flashing,_realistic_style@20250811-142942",dreamfusion-if,0.2
"3dgcqa-4k/dreamfusion-if/a_model_airplane,_constructing,_detailed_style@20250811-160816",dreamfusion-if,3.1
"3dgcqa-4k/dreamfusion-if/a_sangria,_infusing,_fruity_style@20250811-062636",dreamfusion-if,1.1
"3dgcqa-4k/dreamfusion-if/a_train_set,_assembling,_intricate_style@20250811-115844",dreamfusion-if,0.5
"3dgcqa-4k/dreamfusion-if/a_blocks,_stacking,_Bauhaus_style@20250811-074752",dreamfusion-if,0.7
"3dgcqa-4k/dreamfusion-if/a_figurine,_dancing,_anime_style@20250811-160414",dreamfusion-if,0.2
"3dgcqa-4k/dreamfusion-if/a_iguana,_basking,_exotic_style@20250811-155843",dreamfusion-if,5.0
"3dgcqa-4k/dreamfusion-if/a_fitness_tracker,_monitoring,_sporty_style@20250811-103137",dreamfusion-if,0.6
"3dgcqa-4k/dreamfusion-if/a_gelatin,_setting,_jiggly_style@20250924-034126",dreamfusion-if,1.3
"3dgcqa-4k/dreamfusion-if/a_flowerpot,_planting,_garden_style@20250924-004913",dreamfusion-if,0.9
"3dgcqa-4k/dreamfusion-if/a_marshmallow,_toasting,_campfire_style@20250923-231917",dreamfusion-if,1.8
"3dgcqa-4k/dreamfusion-if/a_jug,_pouring,_rustic_style@20250924-021440",dreamfusion-if,4.4
"3dgcqa-4k/dreamfusion-if/a_bowl,_shattering,_comic_book_style@20250811-115406",dreamfusion-if,4.0
"3dgcqa-4k/dreamfusion-if/a_multitool,_integrating,_versatile_style@20250811-203749",dreamfusion-if,2.5
